id,type,topic,difficulty,stem,choices,correct_answer,explanation,tags,source_reference,created_by,created_at,reviewer,reviewer_notes
Q708,Matching,Welding terminology,2,Match the term: Stress concentration,"[""Local increase in stress around defects or geometric discontinuities"", ""A different definition related to welding"", ""An opposing or unrelated concept"", ""A similar term with different meaning"", ""An alternative technical definition""]",A,Stress concentration: Local increase in stress around defects or geometric discontinuities,terminology,API 1104 21st Edition,benellis09,2026-09-03,,
Q709,Matching,Welding terminology,2,Match the term: Residual stress,"[""Stress remaining in material after all external loads are removed"", ""A different definition related to welding"", ""An opposing or unrelated concept"", ""A similar term with different meaning"", ""An alternative technical definition""]",A,Residual stress: Stress remaining in material after all external loads are removed,terminology,API 1104 21st Edition,benellis09,2026-09-03,,
Q710,Matching,Welding terminology,2,Match the term: Restraint,"[""Degree to which weld is prevented from contracting freely during cooling"", ""A different definition related to welding"", ""An opposing or unrelated concept"", ""A similar term with different meaning"", ""An alternative technical definition""]",A,Restraint: Degree to which weld is prevented from contracting freely during cooling,terminology,API 1104 21st Edition,benellis09,2026-09-03,,
Q781,Fill-in,Welding terminology,1,Grain _____ makes steel harder but more brittle.,"[""refinement or coarsening""]",refinement or coarsening,The answer is: refinement or coarsening,,API 1104 21st Edition,benellis09,2026-09-03,,
Q782,Fill-in,Welding terminology,1,A _____ is a discontinuity that extends across the full thickness of a weld.,"[""through-thickness crack""]",through-thickness crack,The answer is: through-thickness crack,,API 1104 21st Edition,benellis09,2026-09-03,,
Q783,Fill-in,Welding terminology,1,The _____ is the ability of a metal to absorb impact energy.,"[""impact toughness""]",impact toughness,The answer is: impact toughness,,API 1104 21st Edition,benellis09,2026-09-03,,
Q784,Fill-in,Welding terminology,1,_____ is the gradual deterioration of material in a corrosive environment.,"[""Corrosion""]",Corrosion,The answer is: Corrosion,,API 1104 21st Edition,benellis09,2026-09-03,,
Q785,Fill-in,Welding terminology,1,A _____ is applied to base metal before welding to slow cooling rate.,"[""preheat""]",preheat,The answer is: preheat,,API 1104 21st Edition,benellis09,2026-09-03,,
Q786,Fill-in,Welding terminology,1,The _____ is the distance between the electrode and workpiece in arc welding.,"[""arc length""]",arc length,The answer is: arc length,,API 1104 21st Edition,benellis09,2026-09-03,,
Q787,Fill-in,Welding terminology,1,A _____ is added to fill the gap and form the weld joint.,"[""filler metal or electrode""]",filler metal or electrode,The answer is: filler metal or electrode,,API 1104 21st Edition,benellis09,2026-09-03,,
Q788,Fill-in,Welding terminology,1,The _____ of a fillet weld is the perpendicular distance from fusion line to apex.,"[""throat thickness""]",throat thickness,The answer is: throat thickness,,API 1104 21st Edition,benellis09,2026-09-03,,
Q789,Fill-in,Welding terminology,1,_____ is the distance the torch travels along the joint per unit time.,"[""Travel speed""]",Travel speed,The answer is: Travel speed,,API 1104 21st Edition,benellis09,2026-09-03,,
Q790,Fill-in,Welding terminology,1,The _____ is the thermal energy input to the weld per unit length.,"[""heat input or arc energy""]",heat input or arc energy,The answer is: heat input or arc energy,,API 1104 21st Edition,benellis09,2026-09-03,,
